,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,NEIGHBORHOOD,Crime_Index
1722,1520.0,1980.0,575000,CONEY ISLAND,4.311
1723,1344.0,1993.0,505000,CONEY ISLAND,4.311
1724,1248.0,1960.0,512000,CONEY ISLAND,4.311
1725,1344.0,1993.0,600000,CONEY ISLAND,4.311
1726,1280.0,1980.0,507000,CONEY ISLAND,4.311
1727,1280.0,1980.0,628000,CONEY ISLAND,4.311
1728,1344.0,1993.0,610000,CONEY ISLAND,4.311
1729,1812.0,2000.0,140000,CONEY ISLAND,4.311
1730,2025.0,2003.0,605000,CONEY ISLAND,4.311
1731,1890.0,2003.0,530000,CONEY ISLAND,4.311
1732,5184.0,1930.0,700000,CROWN HEIGHTS,7.95
1733,2100.0,1910.0,1256500,CROWN HEIGHTS,7.95
1734,3024.0,1910.0,1100000,CROWN HEIGHTS,7.95
1735,2921.0,1899.0,1925000,CROWN HEIGHTS,7.95
1736,2670.0,1901.0,800000,CROWN HEIGHTS,7.95
1737,2700.0,1920.0,1550000,CROWN HEIGHTS,7.95
1738,2976.0,1915.0,800000,CROWN HEIGHTS,7.95
1739,1296.0,1899.0,1700000,CROWN HEIGHTS,7.95
1740,2316.0,1901.0,1100000,CROWN HEIGHTS,7.95
1741,1760.0,1920.0,450000,CROWN HEIGHTS,7.95
1742,1760.0,1920.0,999999,CROWN HEIGHTS,7.95
1743,2786.0,1915.0,439931,CROWN HEIGHTS,7.95
1744,2288.0,1930.0,900000,CROWN HEIGHTS,7.95
1745,2288.0,1930.0,1200000,CROWN HEIGHTS,7.95
1746,4368.0,1920.0,2000000,CROWN HEIGHTS,7.95
1747,2008.0,1901.0,1432500,CROWN HEIGHTS,7.95
1748,2048.0,1920.0,1425000,CROWN HEIGHTS,7.95
1749,3540.0,1905.0,1650000,CROWN HEIGHTS,7.95
1750,2248.0,1920.0,1300000,CROWN HEIGHTS,7.95
1751,2500.0,1920.0,970000,CROWN HEIGHTS,7.95
1752,1760.0,1920.0,980000,CROWN HEIGHTS,7.95
1753,1760.0,1920.0,1300000,CROWN HEIGHTS,7.95
1754,1760.0,1920.0,1080000,CROWN HEIGHTS,7.95
1755,1760.0,1920.0,1430000,CROWN HEIGHTS,7.95
1756,1648.0,1925.0,999990,CROWN HEIGHTS,7.95
1757,2400.0,1925.0,800000,CROWN HEIGHTS,7.95
1758,2240.0,1915.0,1300000,CROWN HEIGHTS,7.95
1759,2240.0,1915.0,1250000,CROWN HEIGHTS,7.95
1760,1334.0,1901.0,620000,CROWN HEIGHTS,7.95
1761,1280.0,1901.0,650000,CROWN HEIGHTS,7.95
1762,1438.0,1920.0,725000,CROWN HEIGHTS,7.95
1763,1920.0,1945.0,520000,CROWN HEIGHTS,7.95
1764,1760.0,1910.0,680000,CROWN HEIGHTS,7.95
1765,1340.0,1901.0,785000,CROWN HEIGHTS,7.95
1766,1774.0,1930.0,670000,CROWN HEIGHTS,7.95
1801,1080.0,1910.0,778000,DYKER HEIGHTS,7.461
1802,1384.0,1925.0,978000,DYKER HEIGHTS,7.461
1803,1192.0,1925.0,920000,DYKER HEIGHTS,7.461
1804,1274.0,1925.0,820000,DYKER HEIGHTS,7.461
1805,1500.0,1915.0,999999,DYKER HEIGHTS,7.461
1806,1464.0,1915.0,820000,DYKER HEIGHTS,7.461
1807,1534.0,1915.0,920000,DYKER HEIGHTS,7.461
1808,2112.0,1925.0,945000,DYKER HEIGHTS,7.461
1809,1408.0,1925.0,930000,DYKER HEIGHTS,7.461
1810,1204.0,1925.0,875000,DYKER HEIGHTS,7.461
1811,1204.0,1925.0,905000,DYKER HEIGHTS,7.461
1812,1170.0,1930.0,830000,DYKER HEIGHTS,7.461
1813,1344.0,1925.0,998000,DYKER HEIGHTS,7.461
1814,1344.0,1925.0,985000,DYKER HEIGHTS,7.461
1815,1344.0,1925.0,987500,DYKER HEIGHTS,7.461
1816,1344.0,1930.0,948000,DYKER HEIGHTS,7.461
1817,1976.0,1935.0,975000,DYKER HEIGHTS,7.461
1818,1976.0,1935.0,980000,DYKER HEIGHTS,7.461
1819,1422.0,1920.0,900000,DYKER HEIGHTS,7.461
1820,1496.0,1925.0,870000,DYKER HEIGHTS,7.461
1821,1632.0,1925.0,1085000,DYKER HEIGHTS,7.461
1822,1620.0,1925.0,980000,DYKER HEIGHTS,7.461
1823,5200.0,2001.0,3150000,DYKER HEIGHTS,7.461
1824,1876.0,1920.0,1330000,DYKER HEIGHTS,7.461
1825,1385.0,1925.0,970000,DYKER HEIGHTS,7.461
1826,1296.0,1925.0,1400000,DYKER HEIGHTS,7.461
1827,2470.0,1926.0,990000,DYKER HEIGHTS,7.461
1828,2007.0,1930.0,1225000,DYKER HEIGHTS,7.461
1829,1408.0,1920.0,730000,DYKER HEIGHTS,7.461
1830,1408.0,1920.0,285000,DYKER HEIGHTS,7.461
1831,1212.0,1930.0,855000,DYKER HEIGHTS,7.461
1832,1726.0,1930.0,1625000,DYKER HEIGHTS,7.461
1833,1268.0,1925.0,995000,DYKER HEIGHTS,7.461
1834,1344.0,1920.0,870000,DYKER HEIGHTS,7.461
1835,832.0,1915.0,450000,DYKER HEIGHTS,7.461
1836,832.0,1915.0,766000,DYKER HEIGHTS,7.461
1837,1478.0,1920.0,839000,DYKER HEIGHTS,7.461
1838,1408.0,1930.0,970000,DYKER HEIGHTS,7.461
1839,1540.0,1920.0,1338000,DYKER HEIGHTS,7.461
1840,1328.0,1930.0,738231,DYKER HEIGHTS,7.461
1841,1328.0,1930.0,930000,DYKER HEIGHTS,7.461
1842,1312.0,1920.0,985000,DYKER HEIGHTS,7.461
1843,1869.0,1920.0,970000,DYKER HEIGHTS,7.461
1844,1536.0,1920.0,1165000,DYKER HEIGHTS,7.461
1845,975.0,1920.0,915000,DYKER HEIGHTS,7.461
1846,1410.0,1920.0,870000,DYKER HEIGHTS,7.461
1847,1380.0,1920.0,945000,DYKER HEIGHTS,7.461
1848,1380.0,1920.0,915000,DYKER HEIGHTS,7.461
1849,1376.0,1920.0,760000,DYKER HEIGHTS,7.461
1850,1376.0,1920.0,885000,DYKER HEIGHTS,7.461
1851,1280.0,1920.0,880000,DYKER HEIGHTS,7.461
1852,1504.0,1920.0,815000,DYKER HEIGHTS,7.461
1853,2442.0,1920.0,2125000,DYKER HEIGHTS,7.461
1854,1196.0,1920.0,890000,DYKER HEIGHTS,7.461
1855,1440.0,1920.0,980000,DYKER HEIGHTS,7.461
1856,1500.0,1920.0,905000,DYKER HEIGHTS,7.461
1857,2257.0,1930.0,2200000,DYKER HEIGHTS,7.461
1858,2640.0,1935.0,1025000,DYKER HEIGHTS,7.461
1859,1460.0,1920.0,999500,DYKER HEIGHTS,7.461
1860,1492.0,1945.0,919616,DYKER HEIGHTS,7.461
1861,1330.0,1920.0,960000,DYKER HEIGHTS,7.461
1862,1575.0,1935.0,900000,DYKER HEIGHTS,7.461
1863,1722.0,1910.0,490000,EAST NEW YORK,3.233
1864,1000.0,1910.0,385000,EAST NEW YORK,3.233
1865,1134.0,1990.0,355500,EAST NEW YORK,3.233
1866,1134.0,1990.0,540000,EAST NEW YORK,3.233
1867,1134.0,1990.0,425000,EAST NEW YORK,3.233
1868,1134.0,1992.0,650000,EAST NEW YORK,3.233
1869,1134.0,1992.0,494000,EAST NEW YORK,3.233
1870,1134.0,1992.0,470000,EAST NEW YORK,3.233
1871,1332.0,1997.0,479000,EAST NEW YORK,3.233
1872,1296.0,2000.0,418000,EAST NEW YORK,3.233
1873,1332.0,1999.0,440000,EAST NEW YORK,3.233
1874,1296.0,2000.0,108500,EAST NEW YORK,3.233
1875,1296.0,2000.0,375000,EAST NEW YORK,3.233
1876,1296.0,2000.0,324480,EAST NEW YORK,3.233
1877,1296.0,2000.0,455000,EAST NEW YORK,3.233
1878,1332.0,1998.0,435000,EAST NEW YORK,3.233
1879,2752.0,1930.0,530000,EAST NEW YORK,3.233
1880,1338.0,2002.0,438000,EAST NEW YORK,3.233
1881,1340.0,1910.0,450000,EAST NEW YORK,3.233
1882,1080.0,1910.0,230000,EAST NEW YORK,3.233
1883,1504.0,1910.0,346605,EAST NEW YORK,3.233
1884,1000.0,1910.0,200000,EAST NEW YORK,3.233
1885,1560.0,1910.0,340000,EAST NEW YORK,3.233
1886,1400.0,1910.0,350000,EAST NEW YORK,3.233
1887,2064.0,1935.0,650000,EAST NEW YORK,3.233
1888,1470.0,1901.0,670000,EAST NEW YORK,3.233
1889,1470.0,1901.0,370000,EAST NEW YORK,3.233
1890,2048.0,1899.0,730000,EAST NEW YORK,3.233
1891,1132.0,1990.0,400000,EAST NEW YORK,3.233
1892,1600.0,1901.0,490000,EAST NEW YORK,3.233
1893,2480.0,1900.0,750000,EAST NEW YORK,3.233
1894,1132.0,1990.0,510000,EAST NEW YORK,3.233
1895,1132.0,1992.0,430000,EAST NEW YORK,3.233
1896,1116.0,1989.0,450000,EAST NEW YORK,3.233
1897,1134.0,1992.0,530000,EAST NEW YORK,3.233
1898,1116.0,1989.0,300300,EAST NEW YORK,3.233
1899,1116.0,1989.0,540000,EAST NEW YORK,3.233
1900,1134.0,2003.0,465000,EAST NEW YORK,3.233
1901,1116.0,1989.0,317000,EAST NEW YORK,3.233
1902,1116.0,1989.0,440000,EAST NEW YORK,3.233
1903,1116.0,1989.0,437000,EAST NEW YORK,3.233
1904,1134.0,1990.0,499900,EAST NEW YORK,3.233
1905,1134.0,1990.0,450000,EAST NEW YORK,3.233
1906,1134.0,1990.0,480000,EAST NEW YORK,3.233
1907,1134.0,1990.0,457000,EAST NEW YORK,3.233
1908,1116.0,1989.0,314000,EAST NEW YORK,3.233
1909,1753.0,1901.0,355000,EAST NEW YORK,3.233
1910,1134.0,1992.0,350000,EAST NEW YORK,3.233
1911,1116.0,1990.0,440000,EAST NEW YORK,3.233
1912,1120.0,1990.0,251155,EAST NEW YORK,3.233
1913,2000.0,1935.0,513000,EAST NEW YORK,3.233
1914,1770.0,1925.0,500000,EAST NEW YORK,3.233
1915,1650.0,1925.0,300000,EAST NEW YORK,3.233
1916,1650.0,1925.0,435000,EAST NEW YORK,3.233
1917,1080.0,1910.0,130000,EAST NEW YORK,3.233
1918,1176.0,1910.0,350000,EAST NEW YORK,3.233
1919,1807.0,1910.0,435000,EAST NEW YORK,3.233
1920,1289.0,1910.0,265000,EAST NEW YORK,3.233
1921,1130.0,1910.0,421785,EAST NEW YORK,3.233
1922,1092.0,1920.0,440000,EAST NEW YORK,3.233
1923,1092.0,1920.0,400000,EAST NEW YORK,3.233
1924,1500.0,1899.0,405600,EAST NEW YORK,3.233
1925,2000.0,1931.0,520000,EAST NEW YORK,3.233
1926,1080.0,1920.0,783993,EAST NEW YORK,3.233
1927,1440.0,1899.0,370000,EAST NEW YORK,3.233
1928,1072.0,1920.0,400000,EAST NEW YORK,3.233
1929,1904.0,1930.0,231500,EAST NEW YORK,3.233
1930,1872.0,1899.0,350000,EAST NEW YORK,3.233
1931,1725.0,1920.0,500000,EAST NEW YORK,3.233
1932,1782.0,1899.0,360000,EAST NEW YORK,3.233
1933,1120.0,1965.0,379000,EAST NEW YORK,3.233
1934,1580.0,1899.0,730000,EAST NEW YORK,3.233
1935,3960.0,1920.0,530578,EAST NEW YORK,3.233
1936,966.0,1920.0,489000,EAST NEW YORK,3.233
1937,966.0,1920.0,515000,EAST NEW YORK,3.233
1938,888.0,1915.0,499999,EAST NEW YORK,3.233
1939,888.0,1915.0,300000,EAST NEW YORK,3.233
1940,1120.0,1925.0,305000,EAST NEW YORK,3.233
1941,1120.0,1925.0,800000,EAST NEW YORK,3.233
1942,758.0,1925.0,337500,EAST NEW YORK,3.233
1943,1330.0,2001.0,365040,EAST NEW YORK,3.233
1944,1224.0,1960.0,410000,EAST NEW YORK,3.233
1945,1088.0,1960.0,375000,EAST NEW YORK,3.233
1946,1088.0,1960.0,361540,EAST NEW YORK,3.233
1947,1088.0,1960.0,430849,EAST NEW YORK,3.233
1948,1600.0,1940.0,585000,EAST NEW YORK,3.233
1949,840.0,1950.0,352000,EAST NEW YORK,3.233
1950,2000.0,1920.0,370000,EAST NEW YORK,3.233
1951,1308.0,1925.0,395000,EAST NEW YORK,3.233
1952,1308.0,1925.0,470000,EAST NEW YORK,3.233
1953,716.0,1920.0,300000,EAST NEW YORK,3.233
1954,900.0,1930.0,403000,EAST NEW YORK,3.233
2294,799.0,1945.0,398000,FLATLANDS,4.209
2295,1683.0,1965.0,540000,FLATLANDS,4.209
2296,1376.0,1925.0,699995,FLATLANDS,4.209
2297,1384.0,1940.0,147500,FLATLANDS,4.209
2298,1416.0,1940.0,390000,FLATLANDS,4.209
2299,1528.0,1930.0,565000,FLATLANDS,4.209
2300,1664.0,1930.0,650000,FLATLANDS,4.209
2301,1400.0,1930.0,645000,FLATLANDS,4.209
2302,1330.0,1930.0,644000,FLATLANDS,4.209
2303,2170.0,1940.0,625000,FLATLANDS,4.209
2304,2142.0,1940.0,675000,FLATLANDS,4.209
2305,1998.0,1925.0,650000,FLATLANDS,4.209
2306,1440.0,1935.0,620000,FLATLANDS,4.209
2307,1436.0,1915.0,230000,FLATLANDS,4.209
2308,1666.0,1915.0,340000,FLATLANDS,4.209
2309,2109.0,1930.0,709300,FLATLANDS,4.209
2310,2109.0,1930.0,460000,FLATLANDS,4.209
2311,1600.0,1931.0,650000,FLATLANDS,4.209
2312,1664.0,1930.0,165000,FLATLANDS,4.209
2313,1428.0,1920.0,530000,FLATLANDS,4.209
2314,1512.0,1930.0,625000,FLATLANDS,4.209
2315,973.0,1920.0,535000,FLATLANDS,4.209
2316,1710.0,1960.0,550000,FLATLANDS,4.209
2317,938.0,1920.0,350000,FLATLANDS,4.209
2318,1036.0,1920.0,302424,FLATLANDS,4.209
2319,1236.0,1925.0,500000,FLATLANDS,4.209
2320,1420.0,1920.0,400000,FLATLANDS,4.209
2321,1244.0,1920.0,635000,FLATLANDS,4.209
2322,1760.0,1925.0,720187,FLATLANDS,4.209
2323,1216.0,1920.0,600000,FLATLANDS,4.209
2324,1472.0,1920.0,625000,FLATLANDS,4.209
2325,868.0,1925.0,492900,FLATLANDS,4.209
2326,2200.0,1931.0,400000,FLATLANDS,4.209
2327,1088.0,1925.0,549000,FLATLANDS,4.209
2328,2136.0,1920.0,659603,FLATLANDS,4.209
2329,1264.0,1920.0,545000,FLATLANDS,4.209
2330,1376.0,1935.0,667000,FLATLANDS,4.209
2331,1376.0,1935.0,487000,FLATLANDS,4.209
2332,1207.0,1925.0,300000,FLATLANDS,4.209
2333,1648.0,1920.0,210000,FLATLANDS,4.209
2334,980.0,1935.0,351094,GERRITSEN BEACH,3.72
2335,913.0,1920.0,425000,GERRITSEN BEACH,3.72
2336,868.0,1920.0,515000,GERRITSEN BEACH,3.72
2337,840.0,1925.0,480000,GERRITSEN BEACH,3.72
2338,1064.0,1920.0,560000,GERRITSEN BEACH,3.72
2339,750.0,1930.0,376500,GERRITSEN BEACH,3.72
2340,1960.0,1920.0,625000,GERRITSEN BEACH,3.72
2341,308.0,1920.0,355000,GERRITSEN BEACH,3.72
2342,1220.0,1920.0,324000,GERRITSEN BEACH,3.72
2343,1220.0,1920.0,470000,GERRITSEN BEACH,3.72
2344,892.0,1949.0,440000,GERRITSEN BEACH,3.72
2345,1528.0,1920.0,562500,GERRITSEN BEACH,3.72
2346,680.0,1920.0,439000,GERRITSEN BEACH,3.72
2347,1388.0,1925.0,615000,GERRITSEN BEACH,3.72
2348,1260.0,1920.0,363242,GERRITSEN BEACH,3.72
2349,2700.0,1920.0,130000,GERRITSEN BEACH,3.72
2350,676.0,1930.0,210000,GERRITSEN BEACH,3.72
2351,768.0,1920.0,132500,GERRITSEN BEACH,3.72
2352,2305.0,1930.0,330000,GERRITSEN BEACH,3.72
2353,678.0,1920.0,565000,GERRITSEN BEACH,3.72
2354,1890.0,1920.0,585000,GERRITSEN BEACH,3.72
2355,1110.0,1986.0,373500,GERRITSEN BEACH,3.72
2356,1110.0,1986.0,360477,GERRITSEN BEACH,3.72
2357,1240.0,1935.0,340000,GERRITSEN BEACH,3.72
2358,1056.0,1935.0,385000,GERRITSEN BEACH,3.72
2359,1044.0,1925.0,376425,GERRITSEN BEACH,3.72
2360,1444.0,1920.0,430000,GERRITSEN BEACH,3.72
2361,1476.0,1925.0,294000,GERRITSEN BEACH,3.72
2362,1248.0,1920.0,440000,GERRITSEN BEACH,3.72
2363,1368.0,1920.0,450000,GERRITSEN BEACH,3.72
2364,1320.0,1920.0,550000,GERRITSEN BEACH,3.72
2365,1748.0,1920.0,653888,GERRITSEN BEACH,3.72
2366,1120.0,1920.0,460000,GERRITSEN BEACH,3.72
2367,1089.0,1925.0,520000,GERRITSEN BEACH,3.72
2368,1360.0,1925.0,525000,GERRITSEN BEACH,3.72
2369,1560.0,1945.0,625000,GERRITSEN BEACH,3.72
2370,1039.0,1925.0,304200,GERRITSEN BEACH,3.72
2371,1180.0,1920.0,499500,GERRITSEN BEACH,3.72
2372,918.0,1930.0,595000,GERRITSEN BEACH,3.72
2373,924.0,1925.0,575000,GERRITSEN BEACH,3.72
2374,924.0,1925.0,320199,GERRITSEN BEACH,3.72
2375,1203.0,1925.0,550000,GERRITSEN BEACH,3.72
2376,1216.0,1965.0,530000,GERRITSEN BEACH,3.72
2377,1620.0,1920.0,475000,GERRITSEN BEACH,3.72
2378,864.0,1920.0,550000,GERRITSEN BEACH,3.72
2379,864.0,1920.0,173000,GERRITSEN BEACH,3.72
2380,1380.0,1925.0,399000,GERRITSEN BEACH,3.72
2381,648.0,1925.0,437500,GERRITSEN BEACH,3.72
2382,1484.0,1925.0,570000,GERRITSEN BEACH,3.72
2383,1140.0,1955.0,550000,GERRITSEN BEACH,3.72
2384,1216.0,1955.0,525000,GERRITSEN BEACH,3.72
2385,1140.0,1955.0,568000,GERRITSEN BEACH,3.72
2386,975.0,1925.0,460000,GERRITSEN BEACH,3.72
2387,1059.0,1925.0,430000,GERRITSEN BEACH,3.72
2388,640.0,1925.0,410000,GERRITSEN BEACH,3.72
2389,975.0,1925.0,445000,GERRITSEN BEACH,3.72
2390,1059.0,1925.0,275000,GERRITSEN BEACH,3.72
2391,1408.0,1930.0,353334,GERRITSEN BEACH,3.72
2392,976.0,1930.0,459888,GERRITSEN BEACH,3.72
2393,2192.0,1950.0,689000,GERRITSEN BEACH,3.72
2394,1236.0,1920.0,450000,GERRITSEN BEACH,3.72
2395,1364.0,1920.0,495000,GERRITSEN BEACH,3.72
2396,1360.0,1960.0,660000,GERRITSEN BEACH,3.72
2397,969.0,1925.0,405000,GERRITSEN BEACH,3.72
2398,916.0,1925.0,350000,GERRITSEN BEACH,3.72
2399,1360.0,1965.0,600000,GERRITSEN BEACH,3.72
2400,1024.0,1945.0,140000,GERRITSEN BEACH,3.72
2401,1162.0,1945.0,499000,GERRITSEN BEACH,3.72
2402,1348.0,1950.0,475000,GERRITSEN BEACH,3.72
2403,1170.0,1945.0,565000,GERRITSEN BEACH,3.72
2404,990.0,1935.0,629000,GERRITSEN BEACH,3.72
2405,817.0,1935.0,600000,GERRITSEN BEACH,3.72
2406,1360.0,1955.0,660000,GERRITSEN BEACH,3.72
2407,1360.0,1955.0,450000,GERRITSEN BEACH,3.72
2408,1767.0,1925.0,570000,GERRITSEN BEACH,3.72
2409,600.0,1925.0,425000,GERRITSEN BEACH,3.72
2410,774.0,1925.0,445000,GERRITSEN BEACH,3.72
2411,2080.0,1925.0,645000,GERRITSEN BEACH,3.72
2412,1159.0,1925.0,717500,GERRITSEN BEACH,3.72
2413,1079.0,1925.0,510000,GERRITSEN BEACH,3.72
2414,1079.0,1925.0,615000,GERRITSEN BEACH,3.72
2415,784.0,1920.0,670000,GOWANUS,8.487
2416,719.0,1920.0,580000,GRAVESEND,7.537999999999999
2417,1240.0,1930.0,800000,GRAVESEND,7.537999999999999
2418,1240.0,1930.0,865000,GRAVESEND,7.537999999999999
2419,1170.0,1925.0,830000,GRAVESEND,7.537999999999999
2420,1687.0,1925.0,1225000,GRAVESEND,7.537999999999999
2421,2001.0,1930.0,1130000,GRAVESEND,7.537999999999999
2422,2040.0,1935.0,1380000,GRAVESEND,7.537999999999999
2423,1428.0,1920.0,710000,GRAVESEND,7.537999999999999
2424,1428.0,1920.0,840000,GRAVESEND,7.537999999999999
2425,1110.0,1920.0,725000,GRAVESEND,7.537999999999999
2426,1206.0,1930.0,835000,GRAVESEND,7.537999999999999
2427,1400.0,1920.0,850000,GRAVESEND,7.537999999999999
2428,2156.0,1915.0,676492,GRAVESEND,7.537999999999999
2429,1682.0,1920.0,700000,GRAVESEND,7.537999999999999
2430,1486.0,1920.0,995000,GRAVESEND,7.537999999999999
2431,1486.0,1920.0,930000,GRAVESEND,7.537999999999999
2432,1654.0,1915.0,865500,GRAVESEND,7.537999999999999
2433,1726.0,1920.0,991670,GRAVESEND,7.537999999999999
2434,1288.0,1920.0,680000,GRAVESEND,7.537999999999999
2435,1008.0,1925.0,850000,GRAVESEND,7.537999999999999
2436,1274.0,1925.0,830000,GRAVESEND,7.537999999999999
2437,1248.0,1925.0,885000,GRAVESEND,7.537999999999999
2438,1794.0,1920.0,400000,GRAVESEND,7.537999999999999
2439,1350.0,1920.0,770000,GRAVESEND,7.537999999999999
2440,1350.0,1920.0,720000,GRAVESEND,7.537999999999999
2441,1170.0,1925.0,750000,GRAVESEND,7.537999999999999
2442,1536.0,1925.0,850000,GRAVESEND,7.537999999999999
2443,1776.0,1950.0,980000,GRAVESEND,7.537999999999999
2444,2141.0,1925.0,1275000,GRAVESEND,7.537999999999999
2445,3000.0,1920.0,600000,GRAVESEND,7.537999999999999
2446,1856.0,1950.0,860000,GRAVESEND,7.537999999999999
2447,1764.0,1965.0,868000,GRAVESEND,7.537999999999999
2448,1556.0,1915.0,860000,GRAVESEND,7.537999999999999
2449,1532.0,1915.0,818000,GRAVESEND,7.537999999999999
2450,1188.0,1950.0,875000,GRAVESEND,7.537999999999999
2451,860.0,1925.0,800000,GRAVESEND,7.537999999999999
2452,1328.0,1905.0,850000,GRAVESEND,7.537999999999999
2453,1360.0,1930.0,718000,GRAVESEND,7.537999999999999
2454,1564.0,1931.0,630000,GRAVESEND,7.537999999999999
2455,928.0,1945.0,657000,GRAVESEND,7.537999999999999
2456,928.0,1945.0,670000,GRAVESEND,7.537999999999999
2457,928.0,1945.0,136000,GRAVESEND,7.537999999999999
2458,1496.0,1930.0,474957,GRAVESEND,7.537999999999999
2459,1925.0,1940.0,965000,GRAVESEND,7.537999999999999
2460,1056.0,1925.0,825000,GRAVESEND,7.537999999999999
2461,1028.0,1930.0,760000,GRAVESEND,7.537999999999999
2462,1686.0,1920.0,350000,GRAVESEND,7.537999999999999
2463,1340.0,1920.0,675000,GRAVESEND,7.537999999999999
2464,744.0,1925.0,600000,GRAVESEND,7.537999999999999
2465,1190.0,1925.0,836000,GRAVESEND,7.537999999999999
2466,1036.0,1925.0,763000,GRAVESEND,7.537999999999999
2467,1635.0,1930.0,950000,GRAVESEND,7.537999999999999
2468,920.0,1925.0,843000,GRAVESEND,7.537999999999999
2469,856.0,1930.0,806000,GRAVESEND,7.537999999999999
2470,1760.0,1930.0,1080000,GRAVESEND,7.537999999999999
2471,1024.0,1930.0,749000,GRAVESEND,7.537999999999999
2472,1600.0,1925.0,800000,GRAVESEND,7.537999999999999
2473,2060.0,1920.0,999000,GRAVESEND,7.537999999999999
2474,1004.0,1925.0,768000,GRAVESEND,7.537999999999999
2475,1004.0,1925.0,788000,GRAVESEND,7.537999999999999
2476,1170.0,1925.0,750000,GRAVESEND,7.537999999999999
2477,1050.0,1910.0,405600,GRAVESEND,7.537999999999999
2478,952.0,1920.0,645000,GRAVESEND,7.537999999999999
2479,3055.0,1899.0,1730000,GREENPOINT,7.7639999999999985
2480,1000.0,1931.0,1020000,GREENPOINT,7.7639999999999985
2481,2269.0,1905.0,1800000,GREENPOINT,7.7639999999999985
2482,1836.0,1910.0,2000000,GREENPOINT,7.7639999999999985
2483,1216.0,1899.0,950000,GREENPOINT,7.7639999999999985
2484,1628.0,1920.0,1300000,KENSINGTON,6.97
2485,1204.0,1910.0,930000,KENSINGTON,6.97
2486,1436.0,1920.0,1290000,KENSINGTON,6.97
2487,1500.0,1910.0,1450000,KENSINGTON,6.97
2488,2090.0,1925.0,1390000,KENSINGTON,6.97
2489,1947.0,1925.0,1690000,KENSINGTON,6.97
2490,1228.0,1901.0,1150000,KENSINGTON,6.97
2491,2590.0,1931.0,925000,KENSINGTON,6.97
2492,2590.0,1931.0,1020000,KENSINGTON,6.97
2493,1080.0,1910.0,1158000,KENSINGTON,6.97
2494,1624.0,1915.0,1500000,KENSINGTON,6.97
2565,2349.0,1935.0,1400000,MANHATTAN BEACH,0.02
2566,1604.0,1920.0,1380000,MANHATTAN BEACH,0.02
2567,2538.0,1930.0,2200000,MANHATTAN BEACH,0.02
2568,1812.0,1930.0,2050000,MANHATTAN BEACH,0.02
2569,3368.0,2017.0,1731025,MANHATTAN BEACH,0.02
2570,3368.0,2017.0,1934675,MANHATTAN BEACH,0.02
2571,2472.0,1930.0,1850000,MANHATTAN BEACH,0.02
2572,1508.0,1940.0,975000,MANHATTAN BEACH,0.02
2573,2831.0,1950.0,1685000,MANHATTAN BEACH,0.02
2574,3130.0,1930.0,2137500,MANHATTAN BEACH,0.02
2575,3576.0,1930.0,2200000,MANHATTAN BEACH,0.02
2576,1806.0,1925.0,1375000,MANHATTAN BEACH,0.02
2577,2500.0,1960.0,900000,MANHATTAN BEACH,0.02
2578,2417.0,1960.0,1485000,MANHATTAN BEACH,0.02
2579,4153.0,1970.0,3060000,MANHATTAN BEACH,0.02
2580,1750.0,1930.0,2565990,MANHATTAN BEACH,0.02
2581,968.0,1935.0,1100000,MANHATTAN BEACH,0.02
2582,960.0,1935.0,595000,MANHATTAN BEACH,0.02
2583,3564.0,1935.0,1207500,MANHATTAN BEACH,0.02
2584,2356.0,1925.0,1175000,MANHATTAN BEACH,0.02
2585,2016.0,1925.0,850000,MANHATTAN BEACH,0.02
2586,672.0,1925.0,918000,MANHATTAN BEACH,0.02
2587,1496.0,1925.0,1450000,MANHATTAN BEACH,0.02
2588,1475.0,2017.0,1500000,MANHATTAN BEACH,0.02
2589,2500.0,1925.0,890000,MANHATTAN BEACH,0.02
2590,2001.0,1945.0,740000,MANHATTAN BEACH,0.02
2591,1790.0,1940.0,620000,MARINE PARK,4.914
2592,1280.0,1940.0,790000,MARINE PARK,4.914
2593,2664.0,1945.0,760000,MARINE PARK,4.914
2594,1148.0,1925.0,560000,MARINE PARK,4.914
2595,1925.0,1945.0,760000,MARINE PARK,4.914
2596,2046.0,1940.0,705000,MARINE PARK,4.914
2597,1615.0,1920.0,720000,MARINE PARK,4.914
2598,1881.0,1940.0,755000,MARINE PARK,4.914
2599,2090.0,1940.0,690000,MARINE PARK,4.914
2600,1590.0,1935.0,300000,MARINE PARK,4.914
2601,1738.0,1925.0,840000,MARINE PARK,4.914
2602,1092.0,1925.0,760000,MARINE PARK,4.914
2603,1128.0,1925.0,665000,MARINE PARK,4.914
2604,1128.0,1925.0,575000,MARINE PARK,4.914
2605,1408.0,1935.0,695000,MARINE PARK,4.914
2606,1552.0,1935.0,575000,MARINE PARK,4.914
2607,1552.0,1935.0,499000,MARINE PARK,4.914
2608,1472.0,1925.0,725000,MARINE PARK,4.914
2609,1472.0,1925.0,650000,MARINE PARK,4.914
2610,1472.0,1925.0,815000,MARINE PARK,4.914
2611,1472.0,1925.0,685000,MARINE PARK,4.914
2612,1472.0,1920.0,733000,MARINE PARK,4.914
2613,1472.0,1920.0,826000,MARINE PARK,4.914
2614,1472.0,1925.0,345000,MARINE PARK,4.914
2615,1392.0,1925.0,825000,MARINE PARK,4.914
